Rating,Review,Comments
5,Terrific,Best phone... thanks to poco sry ..mi ..Camera is awesome... charge is better than one or more day... performance is spr.... totally best mobile in 18kREAD MORE
5,Highly recommended,"120Hz, 4500MAh+8nm power efficiency, 700 series (upper-midrange), 730G (optimised for gaming purposes, has a lot of gaming friendly features, which also means has good connectivity since the modem will have fast ul/dl speeds as well) and an excellent camera that is not much worse than flagships, I don't think you know much about phones.READ MORE"
5,Super!,"Awesome phone design is amazing looks premium,120hz display is super smooth it inhance your experience. Processor is powerful and can run game without any lag or heating issue. Most important thing is camera it is better than expected and both rear and front clicks amazing pictures. Without hesitation go for it.READ MORE"
3,Delightful,"A perfect mobile for this price range.The battery backup and the charging time of this mobile is as good as OnePlus warp charging maybe even faster than that. The Camera clicks decent quality image.The Screen is just brilliant as per the price paid.The Software performance is good and has no lagged a single time in past 2-3 months.There is 3.5mm headphone jack, which is the cherry on the top.Overall this mobile is one of the best mobile you can have in this price range.The only cons is...READ MORE"
4,Perfect product!,"I've been using this mobile for 3days and there's no issue at all.120hz refresh rate just makes it an exceptional experience, one cannot switch from 120hz to 60hz once you get used to it. 😅Camera performance is AMAZING and the front camera can get some fixes with updates.Battery life is good, I was able to get a 29-30hrs battery backup on single charge at 60Hz. Further, I'll let you know the backup on 120hz.Hoping for more updates and a much smoother experience in near future. 🤞Anothe...READ MORE"
5,Fabulous!,Best Gaming Phone under 20k for great performance PUBG Is running very smoothly smooth on ultra fps and camera is also good Night Mode is Awesome Best thing in this Phone is 120Hz refresh rate of screen which makes the screen smoother and Liquid cooling for a stunning Gaming for many hoursAnd Battery is Also Better After Playing Pubg for the whole night battery didn't exhausted One thing Should be better Auto reject call feature in game booster and in display fingerprint sensor Dual Punch...READ MORE
5,Perfect product!,Amazing phone with great specifications . It's screen is really good bit its a heavy phone with big screen not recommended for people who need lightweight phone.I was worried about battery due to reviews but i don't experience any drain (if possible set Refresh rate to 60hz because its not required as it has smooth ui and i am not gamer and moderate user).READ MORE
3,Does the job,I have been using the phone the Poco X2 is good but when I realize that I got screen burn on my display but how could I replace with the new one if it is only noticeable when u r using in a black screen so I didn't click on returns button if you want to buy the phone for good usage u can go for it. if you solely want to game on this phone then you might change your mind to buy any gaming phone it's giving me good battery life and screen on time gaming I say it's a decent time I get when I gam...READ MORE
5,Wonderful,Best mobile for 18499 underFor camera best Battery good not best Mobile parform to bestAnd camera panch hoy display to mach bestBest mobile for poco in priceREAD MORE
5,Awesome,phone is perfect camera is pretty cool but little bit of disappointed with the battery life otherwise playing game is also give you a comfort 😎😎 the display gives you amazing smoothness like butter 😇😇READ MORE
4,Classy product,I saw many reviews of the poco x2 and got worried about the battery. I thought not to buy it but I brought it as no other good phones were in stock. When it arrived I tested the battery at 35 to 50 percent and it gave me 6 hours of not stop lag free pubg. It is obvious that if someone plays pubg 6 hours continuously then it will be heated up but the performance was excellent. The battery could have been good but 120 hz is something very good at this price range. Instead of pubg I played many ...READ MORE
5,Good,Every thing is working smoothly good product i love it but bettary drain very fast and also charge very fast  but I have see one issue In my phone  after 3 days the speak is not working properly  i have to reboot the phoneREAD MORE
4,Best in the market!,"Writing review after 5 days of use.. If you want perfect camera under 20k then blindly trust on poco x2 no doubt. Display is awesome , charging speed is better , in 65-70 minutes almost 0-100% charge. 120HZ refresh rate is just awesome , it's feels like premium quality smartphone you are using. And last one lot's of people talking about battery backup (drain) I'm telling you genuinely if you are a gamer then you need to adjust it you need to charge twice in a day but if you are normal user su...READ MORE"
5,Brilliant,"This phone has very good hardware in all terms.I get 1.5 days battery on normal use(on 60Hz display, background advertising, feedback services stopped) which is just fine with 6.7"" display, 730G processor and get approximately 5 hrs on continue gaming. If battery capacity provided would be of 5000 mAh then it would be just perfect. But this phone is overall a great value for money.READ MORE"
5,Really Nice,I use this phone for 2 weeks n I noticed the phone performance is very good in 18.5k the charging is very good with flight mode you can charge 100% in an 1rBattery is good if you use full 100% n play game so it will work upto 5/6r camera is ok ok but value for money buy itREAD MORE
4,Super!,Best phone under 20kIf you're thinking of getting Redmi note 9 pro max or realme X2 or 6 pro just forget about it because by using all these phones I can say the display and camera is better in Poco X2 ...Battery is average in 120hz and very good at 60hz.. so just ignore the noob reviews about battery issues.If u want to experience an flagship experience under 20k just get this phoneREAD MORE
5,Pretty good,"First of all,   super b phone with nyz performance. If you are using 120 hz there may a battery drain problem but thats  not a notable issue nd common.  If you are a gamer its better to choose this refresh rate of 120 hz for a better experience otherwise you can choose 60 hz for a good battery backup.READ MORE"
5,Awesome,"poco x2 is a best phone midrange phone , The quad cemara is excellent.The  photos and videos is superb... And the performance good thank you,  Thank you to flipkart 👍READ MORE"
4,Classy product,"Everything is superb except battery.. if you are a hard core user then battery will finish within 5-6 hrs,  but you can make it full charge in 1 hr, if you are a normal user(random casual calls and chats), then you can complete 12-14 hrs without any issue.. display consumed more battery backup, because of high refresh rate.. but apart from that everything is perfect, especially camera and display.. sound is normal not that loud but clear. Build quality also superb,  I can say best phone under...READ MORE"
5,Good quality product,"Camera, Processor, All the features All the things Are Excellent, but battery really very bad performance even after new updated but still the battery not perform well, and 120Hz Display is very Smooth & Awesome but Colour is not like Amoled Display, Back camera is really excellent but front is not good as I expect, & 27 watts fast charger is really very goodSony IMX686 SENSOR Excellent730G PROCESSOR Very Good120Hz Display Very Good27 watts Turbo Fast Charger ExcellentBattery performanc...READ MORE"
5,Fabulous!,I really like the 120hz display panel when i switch from 60hz to 120hz its really very smooth for me. As the best camera phone under 20k. Fast charging....And performance is really beast. I said that poco x2 has a battery issue bu its nothing normal bacup more than your expectations.READ MORE
5,Awesome,Awesome I love it. Awesome camera best smartphone in this priceREAD MORE
4,Nice product,"My personal ratings for POCO X2 areCamera - 4.6/5.0 ( Awesome Pic, Quad Camera 64MP)""Reality Flows""Battery Life - 3.8/5.0 ( Battery Drainage Issue)Charging - 4.9/5.0 (Very Fast Charging Speed)Display - 4.2/5.0 ( Big Display, Not Easy To Handle it)Processor - 4.6/5.0 (Very Fast)System  - 4.8/5.0 (O.S is extraordinary, loved it)Many people have the habit to charge their phone at 50%. I think those people would dislike it due to battery drainageBut the best thing about this phon...READ MORE"
5,Best in the market!,Camera  is  excellent but uncomfortable to handle in hand because of phone structure...But I happy to purchase and I am satisfied because phone working is good and price is comfortable to middle class people and low income groups. So value of money for common mans thank you flip kart .READ MORE
5,Perfect product!,Poco x2 is a allrounder smart phone in this price segmentI love that phone super camera amazing display 27 Watt fast charger and fastest processor SD 730GPOCO provide a complete package for meREAD MORE
5,Best in the market!,Poco X2 is definately the best buy under 20k. U can compare  by your own. everything is great. And by the ota updates it will be more improved. I bought X2 after a lot of research and finally stopped at this. Trust me this is the best device under 20k till date. must buy u won't be regret. Iam saying this as a normal customer.READ MORE
4,Wonderful,Value for moneyNot going to point out the pros and cons here .Keep refresh rate @60hz  for regular usage .Keep the mobile charge b/w 60 to 95%  coz it just take around 20 minutes to charge from 60 to 90 and your battery will stay healthy for a long time . I have noticed a bit of warming of battery while charging so 60 to 90 is better than 10 to 90 .Battery usage depends on person  as per my usage I use only 30 % for 12 hours of regular calling and net usage.Keep the battery saver ON.Cam...READ MORE
3,Mind-blowing purchase,# best looking phone# best looking display#battery and charger special is damm soo good# if you are want good and long lasting phone please buy don't look in youtube .? They only want to look some upcoming phone soo that you always watch their vedios Poco is independent brand and they have very less phone soo we get some latest and greatest good and important update faster and longer.READ MORE
4,Super!,This phone is really awesome ..display is too great..performance is very smooth..camera is very good..overall I say this is the great package...in this price this phone is very nice ...portrait mode is very sharp...READ MORE
5,Great product,"I received the phone in excellent condition & the camera is awesome , display size is also good sound quality is upto the mark but in this phone there is no notification light , I received Turbocharger with 27W & it will discharge fully by 2-4days for normal users , With I m also a pubg lover + Gamer I play it very smoothly no lag & graphic is also very nice I  m going to post my review after 1week & my previous phone was redmi note 4 now & that phone also is good till date but I m using now ...READ MORE"
5,Really Nice,It is tall display. The display quality is not so good and 120hz refresh rate is not working in pubg 😏🤔 even though being 730G processor pubg performance is bit improved but not quiet like 855 chipset. Overall 4 star rating would have been 5 star if amoled screen was given. Pictures quality of upri mark. This days it's a race between v companies for high quality camera.READ MORE
5,Just okay,"1st day review, satisfied but not much 🙂. I'm using iPhone & Realme 2 pro, Comparing to Realme pro 2, Poco x2 quality is not that much good.. I don't feel the glass back, it feels  similar like plastic back.Sound really worst, my old phone sound better than Poco x2(loudspeaker). Volume is very low and mono...I will add feedback after using it for a while.READ MORE"
4,Worth the money,"Phone is really good in its price segment there is nothing you would expect more but I'm not getting the expected battery performance given this phone has whooping 4500mh I mean you would expect it to last a full day right.As far as the performance goes it is really good I mena smooth as butter.Display is really good it is one of the best IPS display I've came across in some time.Lastly,Charger I've got no words for it it's just amazingly fast.Overall I would say a value for money product.READ MORE"
5,Wonderful,Excellent product at an affordable priceEasy and comfortable to use. Can compete any reputed brand as per features and quality is concerned. Happy to become a proud user. Recommend  others to go for it.READ MORE
5,Super!,If you want to take a phone upto 20000 then must go for this.no other phone give like that performance and smooth experience.best phone of 20201.Camera- quality is very excellent.Portrait mode of this phone really done amazing.Stability of the vedio recording is very nice.One feature of this camera phone is really good is vlog vedio recording.night mode camera is also good but do very much better than in the daylight condition.front camera is also good but they have to struggle.front came...READ MORE
5,Excellent hardware & developer support! Mature software!!,"Unboxing: Usual packaging. Contents: 1 phone, 1 white USB C to A cable. 1 27W fast charger (its big & heavy) & 1 transparent soft plastic phone case (quality is a lot better than earlier Poco F1's case, This one covers USB slot too)Design: All glass (gorilla glass 5 both sides) & hence heavy, feels premium. Its a big phone hence slippery.3.5mm jack at bottom which is logical position. FP reader is on power button on right side - again very natural position for right thumb / left index or ...READ MORE"
5,Worth the money,The phone is best at this price range with good camera and storage options..The UI is exactly the same as older Redmi phones which I didn't expected coz sometimes I felt like using my old phone ...the only con I can state is jts battery is not that great .  I have to charge it twice in a day though it gets charged sooper fastREAD MORE
5,Super!,"Very very nice smartphone, I feel very good , I suggest to those people who are going to bring good smartphone so choose this (Poco x2 Phoenix red)I bought today this smartphone.READ MORE"
5,Perfect product!,This is a great phone it's performance is very nice . Battery work 5-6 hours easily it's gaming performance is also very good 120hz even make it more better . The camera is best in this budget . This phone is too big so it is not for single hand usageREAD MORE
5,Great product,Bought it as my first phone and enjoyed using it a lot gaming on it is amazing and camera satisfies too. But some drawbacks that I noticed were over saturation of images and heating sometimes even it has liquid cool tech.But overall it is a great deal go for it.And yes by the way don't care about the colour you buy There qre lots of skin available for it that make your phone look better than original.READ MORE
5,Best in the market!,It's the best and my first phone with huge display has better camera rear and disent front battery gives enough backup and it's charging is awesome but phone should be in room temperature to get more speed finger print is fastest I didn't find ads at all less and non noticeble sound is amazing speaker and Jack and calling it's great and the colour is just awesome no word to tell best in class phoneREAD MORE
4,Classy product,HONESTLY SPEAKING   IT'S.    WORTH.     IT .ADVANTAGE+ amazing camera with sony imx 686 sensor which will give you pretty good pictures.+ Literally the glass panel will definately give you a primium look+ Display is really more then average . It's really awesome even in bright day light + Snapdragon 730G is really awesome . Actually build for gaming+120 is reality flow . But I feel it only when I was playing or viewing videos. Disadvantage - this device really have a battery drain pro...READ MORE
5,Excellent,Best phon at this price...I m happy... But the only thing that I don't like in this phon that is the sound for ringtone massege tone and notification tone works with one switch means when u low down the sound of message tone or notification tone it also slow down the sound for ringtone which I don't like.... Otherwise every feature of this phon I like good camera good battery fast charge and lots of thing.... I can recommend this phoneREAD MORE
4,Mind-blowing purchase,"Awesome phone! Well if u are looking for a excellent performance, decent camera, and outstanding display (120hz) refresh rate is seriously very smooth, although initially i gave a thought, it may consume more battery but its normal and reasonable.pros-Its value for Money.. -the battery is awesome...-Thanks to 27W fast charger..-camera is decent.-performance is outstanding.-120hz refresh rate display is Excellent ...you will love it.-really liked phoenix red wala..-following i have re...READ MORE"
5,Simply awesome,"I am writing this review on 24aug,20.Its been 3 week since my father is using this mobile. He does not do hard core use of this mobile but he watches YouTube video a lot and surfing. So when you read this review keep all things in mind.Battery : battery back up is amazing. It easily last more than 24 hour in normal usage. Which is satisfying.Display : as compared to nord , it is average but a very good display for that range. 120hz makes smooth as experience.acreen size is perfect to watch...READ MORE"
5,Delightful,Very nice e product.After 10 days usage -BATTERY - 97 OUT OF 100DISPLAY - 95 OUT OF 100SCREEN - 99 OUT OF 100PROCESSOR - 98 OUT OF 100CAMERA - 98 OUT OF 100VALUE FOR MONEY - 98 OUT OF 100Nothing could be much better than this at the same price. It is a loved product. I am really loving it. ❤️❤️READ MORE
5,Mind-blowing purchase,"Nice you must try it .it has many camera function like slomo and fast video camera quality is also so nice and the price is so affordable it's just for 20,000 but we worth as a 100000READ MORE"
5,Pretty good,"Mobile is nice and inhand feel everything is fine and attractive,only battery is not up to expectations..for a normal user it will lasts full day but heavy users it will bear upto 9+ hours... experience will be cool and perfect for normal user without gaming,,Evan gaming is super but battery drains during gaming ,,, according to ur preference u can decide...Hope it will be useful...READ MORE"
5,Great product,"After miui 12 update battery back up is improved very much , camera also improved overall great phone superb quality !READ MORE"
3,Great product,This phone is amezing The camera quality is really awesome and phone quality it's gives you premium feeling .My concern is about only colour they can give white or black colour except this everything is amazing go for it really fast and smooth phoneREAD MORE
4,Best in the market!,"Overall everything is good , battery after heavy uses 2+. Pubg and rest heavy uses work 8+ screen on time on 60 hz and on 120 hz 6+ may vary little but fast charger makes everything all goodRest all are best you can go for it .READ MORE"
4,Super!,"Honestly reviewing after using for a week, the best phone ever. Recently received MIUI 12, thanks to Poco & Xiaomi.I read the review lot of customers have mentioned regarding the battery that it is not upto the mark, but I am happy with the battery life as it doesn't take much time to get charged. Important: Wherever you go, kindly take your charger with you. Overall Satisfied, loved it. Thanks Flipkart, Poco & Xiaomi.READ MORE"
5,Super!,I am very happy this phone camera is very nice and battery cover is awesome but battery not heavy user normally phone use to time tenth hours but beautiful pony and have users can a processor have variable I am very happy Poco team and thank you Flipkart team thankyou thankyou thankyouREAD MORE
4,Does the job,"Was excited to purchase this phone, however, the experience turned horrible. The battery life is poor, doesn't last even 24hours with minimum usage and work profile doesn't work (main reason why I purchased this). What followed was numerous calls with the flipkart executives (a new caller everytime) explaining the challenge. Their calls didn't last 2 minutes (deliberate?). Even the technical person who visited our home wasn't able to solve the problem... Yet our request to exchange was reject...READ MORE"
5,Good choice,My honest review after usage of 10 daysCamera: Good but nothing extraordinaryBattery: As my phone is new so it's working fine but drains out till nightPerformance & speed: Yes this is the selling point of this phone. It's smooth and lag free. I think performance wise this is the best phone under 20k.Ui experience: Till now it's fine and not much of adds like Redmi phones.Looks: Very impressive. I think matrix purple is the best among three shades.Advise: 1. Camera optimization is ...READ MORE
5,Nice product,Poco X2 is another good mobile from Poco (Xiaomi).64mp camera sensor from Sony is good in capturing good details. The 18:9 screen qua is also bright & good for playing games watching movies.Battery backup increased after a small update. 4500mah battery  lasts upto single day on medium to heavy usage and giving SOT of 6-7 hours depending on the content we are using. Mobile is good for Medium to Heavy users . Snapdragon 730g is giving 45-50 fps in PUBG after a small update on Smooth extreme se...READ MORE
5,Highly recommended,"Review after 1 week, The best thing about the phone is camera and the performance, i specially like the vlog mode in camera, battery backup is awesome, one of the best phone in this price segment, gaming performance is very good. Value for money phone.READ MORE"
5,Value-for-money,Osm but need to improve selfie camera. Girls ke liye acha h selfie not for boys ..or men.. anyway nyc phone smooth display battery also good . 1 day battery backup easily heavy useage...  Rear camera also great click... 9/10.READ MORE
5,Just wow!,"Product looks good as of now, battery works good, display is super smooth, stylish in look, charge fastly, haven't played too much game but works smoothly. Will post a review later after 2-3 months usage.READ MORE"
5,Just wow!,"One of the best phones launched in 2020. Best camera, best battery, best processor. Especially i have to say stabilizer for video recording is simply superb. While shooting it feels like shooted by using professional gimbal. Refresh rate of this phone is another tremendous feature. Sleek design makes it super shining. Also the fast charging with 50 minutes to full charge makes the user time saving also energy saving. I recommend this phone to all.I experienced a delay delivery for this prod...READ MORE"
5,Excellent,"Amazing Mobile i recommend to buy this mobile, camera 5/5performance 5/5display 5/5battery 4/5camera is aswom,  4 k video and ois support is very good, dear friends buy this mobile with your confidentREAD MORE"
5,Mind-blowing purchase,"Definetly worth buying. well, you should go for the 6/128 for the value for money term.it doesn't really drain a lot when screen refresh rate is set to 120hz.i could get 7 hours screen on time with moderate usage.it comes in 120hz out of the box.and excellent camera for the price, i tried some night time photos and the output it gave me were excellent.READ MORE"
4,Brilliant,Excellent Poco Phone ... 120 Hz refresh rate / 1 day battery life60 Hz  refresh rate / 2 days battery lifeEverything is niceMissing 3rd slot for priceREAD MORE
4,Fabulous!,"Got the phone on time. Really nice phone, camera performance is great. Charging time was less as expected and good battery backup also. Totally i love it.READ MORE"
5,Excellent,"The best value for money phone available in market till date,under a affordable price under 20,000 poco x2 is the best phone for me,great gaming experience with good battery backup, display is also good and camera is also commendable. so a power-packed phone under 20,000,if you're looking for suggestions i would suggest you to take this phone you won't regret.READ MORE"
4,Highly recommended,If u r planing to buy this definitely go for it worth every penny. I was really confused which one to buy since i needed a powerful phone under 20K and i was confused btw realme 6 and 6 pro and this phone. I saw lots of review saying that this phone doesn't have a good battery backup but i haven't faced any issues with battery i charge if full once a day and its enough for me to last a day i am just a casual gamer but a heavy Reader. If you want this phone specially for gaming its a good choi...READ MORE
5,Value-for-money,"Best smartphone in the sub 20k class. Wish it had an AMOLED screen, which would have made it a complete product. Still the LCD panel is top notch. It shines in all departments. It proves to be the best value for money smartphone.READ MORE"
5,Value-for-money,Pros : Value for moneyGood displayAmazing cameraCharges pretty fastCons :Bit heavyFront secondary camera is not ultra wide120 hz consumes lot more batteryOverall it's a pretty good phone for the price.READ MORE
5,Worth every penny,"No major issue with the device.Battery could have been better with 120hz display. However i get onscreen time of 8-9 hours with 120hz on. Thats ok for me.Speakers are decent not great. Display is great.Camera setup is great but while using macro with flash, the flash led it far away from lense so half picture gets better light half is dark.Phone vibration could have been better. Its close decent.Pubg players...I faced no lags in setting smooth ultra. Gaming experience is great. You ...READ MORE"
5,Good choice,"Pros -Camera is good in this price range with SD730G, with fast charger of 27W, the phone charges quickly from 0 - 100% in ~1hrs time.Due to 120 Hz display the experience is smooth like butter, and it gets v bright so no issues in sunlight as well.All in All a very balanced smartphone if you wanna buy.Cons -Still banned Apps like Clean master and others are present in Smartphone and you cant uninstall them, so Xiaomi should give features of uninstall with a patch.Battery could be better.READ MORE"
4,Must buy!,The poco is very good mobile . I did not notice any battery drain till now . Camera is just awsome but macro camera is not good . And phone heats slightly. And degine is superb I am happy to have this.READ MORE
5,Simply awesome,Best phone  in mid range . Best camera  performance.  Refresh  rate work better 120 hrs.READ MORE
5,Just wow!,"Got this product from the seller truenet commerce, a wonderful value for money device.I am in absolute love with the 120Hz refresh rate screen.The camera is above average but since GCAM works wonderfully in it, you can download it for a better camera app. Gaming on this device is as smooth as butter, I hardly noticed any lags while playing pubg in HD high frame rate, there were only a few and in my opinion it didn't hinder my gaming experience at all. I just don't like the night mode featur...READ MORE"
3,Fabulous!,Best smart phone under this budget i really liked this mobile best performance and ultra smooth gaming performance battery is also a powerful backupREAD MORE
5,Pretty good,"In performance this phone is beast, u won't notice any lag or hang during usage. Screen is bright and feel very smooth. In my phone i noticed battery drain issue which is really very disappointing, though it comes with fast charging but i have to charge twice somedays. Camera is pretty good actually and details are impressive. I'm hardcore user so many times phone gets heated that's pretty normal, it gets cooler faster. Overall in this price range phone is definitely awesome neglecting batte...READ MORE"
5,Excellent,Amazing camera- all marks for thatAbout performance- as expected from 730G perform like a beastBattery- in120Hz refresh rate it's killing experience but drainage is vigorous but in 60 Hz performance is competitive and good back up is getting Main draw back is the weight of the phone at first it was too heavy but accordingly it's now balancing with meREAD MORE
5,Terrific,"When was I reading & streaming on YouTube reviews of Poco X2. I was too confused, Which mobile is best Redmi note 8pro or Poco X2 or Moto one fusion plus?Now I'm totally satisfied with Poco X2.Every thing is fine... Nd notification light is not available in this mobile.. which is good for me.. I don't want to disturb by anyoneREAD MORE"
4,Decent product,I bought the phone just 1 month ago.Pros*1- Camera quality superb2- classy looks3- Fast Charging ( Not too Fast )Cons*1- Fps is little bit slow2- not Compatible in Hand3- Sometimes it hangs even I did not installed any third party applicationREAD MORE
5,Terrific,"Best specs for price ! Good software support for 3 yrs minimum + security patches . Totally the best phone under 20k , must have hands on this !Camera is awesome!I can bet u can see things in the night with this phone which u can't even see with ur naked eye!!!READ MORE"
5,Terrific purchase,Bought this at March 2020. It's camera is far better than redmi note 8. For Pubg this phone is great as it gives 45fps no frame drops and 60fps with GFX tool. The phone is easier to use due to better placed buttons on the side and has a strong build quality.If you keep the phone at 120hz display it consumes 40% more battery than normal 60hz. Reboot times are extremely fast. Only thing didn't like is I can't uninstall some of the useless apps of Mi and it keeps sending notifications from time ...READ MORE
4,Terrific,"I've been using it for a week and I am much satisfied with the quality and performance at this price point,no other mobile can give you this type of performance1. Display–Though it has an IPS LCD display but believe me,it is quite good, no issue with the brightness. you can easily use in sunlight2. Battery– The most controversial topic for this phone. Being honest,it totally depends on usage. If you're using 120hz RR it consumes more battery (but not that much) if you want an overall perf...READ MORE"
4,Worth the money,The camera quality of the phone is awesome but need some more in improvements in battery.The phone is value for money and the refresh rate is amazing and the phone is upto the level and it's a gaming beastREAD MORE
5,Mind-blowing purchase,"Hi Guys,First of all I am a gamer and love to play games without annoying battery drain and lag.So basically Poco X2 is just a beast in this price segment you won't get better than this.Smooth touch, beautiful camera quality, and a good battery backup it has and I am quiet impressed by its fast charging. In just 20/25 min charging u can have approx 1.5 hours of gaming in high graphics.Dont get confused by reviewers on YouTube and sites.Go for it, you won't get disappointed.Cheers :)READ MORE"
5,Super!,Battery could be better. At 90hz battery is mediocre but at 120hz it won't even last 6 hrs. However performance is really good and pubg experience in this phone is awesome. Camera is the biggest advantage of this phone it has 2cm macro lens which is literally superb. Overall it is the best phone u can get under 20k. Above ratings may help you guys..~Camera : 9/10~Battery : 5/10~Charging : 7/10~Display : 8/10~Design : 8/10~Perfomance : 10/10~Overall : 8½/10READ MORE
4,Worth the money,Osm productNice camera Very nice display in this prise 500nits brightnessAnd 120hz refresh rate uff ☺️Performance good Look good Battery slightly goodREAD MORE
4,Good choice,Battery backup is super in 60hz refresh rate. image clarity super.overall super 4 ratingREAD MORE
3,"Wow, Awesome Deal..!!","Awesome..!!POCO X2 Looks & Design  is awesome..!!Phone Display graphics are awesome.....!!Back Camera Normal click, wide angle camera click, Micro Camera shot is awesome..!!64 MP Camera Click Zoom is awesome..!!Phone User-friendly manual, Easy to access apps. is awesome..!!Phone Processing (Games, Apps, Vedio playing ) is awesome..!!PUBG Gaming Graphics, Game flow is awesome..!!Phone Battery Charging time (70-75 Mints) is awesome..!!Front Camera Selfie is Decent, Not awesome..!!Ba...READ MORE"
5,Classy product,What a phone just AmazingBest phone under 20kFabulous camera just install Google Cam App it will take tough fight with iPhone 11120 hz screen refresh rate is too smooth that's the main advantage of display one step ahead of this mid range phoneLittle bit heavy but after few days you want even notice itFirst things you need to do is just uninstall all MI Chinese app using adb debugging and clear all Chinese bloatware APPFast charging is really working it will take 55 minutes to fully cha...READ MORE
4,Value-for-money,One of the best phone in this price range. Several positive things are with this phone to  good enough to purchase this device.The best part of this phone is the display 2nd best thing is the camera of the phone And the remaining things are as good as other good phones in this range. Another good option is realme 6 pro. If you are confuse between these devices than go for the realme 6 pro.READ MORE
5,Worth the money,The display is pretty standard and it's a match up to Amoled display and the performance is lightening with the  camera adding an additional bonus to the haptics.battery is quite okay overall the  value for money is goodREAD MORE
5,Nice,"Battery performance is not that great however charging is quite fast, performance is beast it does heat but then cools fast, it has decent quality cameras. But due to increase is price rate you have to pay now almost 1.5k extra If you can afford to give extra penny and could deal with less battery life then this is the best phone under 20k segmentREAD MORE"
4,Brilliant,It's awesome mobile with lookwise / features / stupendous camera /battery backup/ fast charging this is so so awesome/ no lagging....All and all I'm impressed from last 5-months of Poco X2 usageREAD MORE
5,Pretty good,Awesome product rear camera is amazing but front cam is good only performance is amazingbattery is also good 5hr pubg and 4 hr movie in 100%charge in 60hzbut huge battery drain in videocall in 60hzthere is no huge drain while using in 120hz only some difference when compared to 60 hzbulid quality is also nyc good product 😍but while i am using botim video call there is an ubnormal shutdown occur i dont know why. whether it is problem of app or phone .no over heating liquid cool is w...READ MORE
5,Worth every penny,amazing product from Poco (MI)cameras are excellent !I thought it was 2 individual punch hole cameras.But they are in capsule in shape. speaker are good macro pics are amazing64 MP  Sony camera capturing all details perfectly blue colour was awesome !loved it ! except price . price is little bit higher 18500.than the lunch one 17000.READ MORE
5,Terrific,"Great camera and great performance, the battery is good but needs a little more optimization, Everything else is fine, especially my display is very good, just greatREAD MORE"
5,Wonderful,The only thing I have to say is... The phon is simply amazing and the only con is its battery it drains so fast in 60Hz alsoi felt like they should improve it... And I hope next system update will solve that issueREAD MORE
3,Best in the market!,"The looks and design of the phone are really great. So is the performance. Games like PUBG Mobile and COD Mobile runs smooth, even in Ultra mode. Game Turbo feature is definitely a plus. Battery backup is decent, giving a day's worth power on a single charge. Camera is also good. Night mode need some improvement. I suggest using Pro mode with enhanced exposure for night-time  photography. Overall, the phone really surpasses your expectations and is a great deal for a price of Rs 18.5K.READ MORE"
4,Terrific,Excellent video quality very good gaming experience feel powerful very good 27 watt fast chargeREAD MORE
3,Super!,"Hello people,I am writing review for first time...I will be explaining all significant pros and cons.1. Camera     Pro mode is cool with lot features.      Nightmode is very noisy in dim light.      Photo in day light is oversaturated... Thumbs down.     That's all for camera ... overall if u can use it wisely..it is best, since it is equipped with sony image sensor.      Better use Google camera for more detailed pics.2.battery and display    Charging from 0 to 30% - 30 mins    ...READ MORE"
5,Excellent,"Good phone with good cam setup,but heats and radiates and it's super smoothREAD MORE"
4,Does the job,"Nice android device but camera is not that good that I expected orr like the hike were going that time.There is noise in pictures click in home.Battery is not that bad.Performance is good.You can play pubg at 60 fps but after long hours of playing like 4-5 hours  it starts lagging.I am not happy with camera performance at all at the price range of 18,500.I recommend you if u want best camera device so not go with this phone.And one thing also camera bump is very thick so u cannot use t...READ MORE"
5,Nice product,"Display-Display is excellent.It has 500 nits. It is the best IPS LCD display in the market.Camera - camera is amazing but it captures a little bit over saturated photos which some of us might not like. I would suggest you to install gcam.120Hz Refresh rate -120Hz is super smooth , this is something i can't explain u will have to experience by yourself.Battery -Battery is ok. In the beginning i used to get 8-9 hours screen on time. But after udate i am getting around 6-7 hours screen on...READ MORE"
4,Decent product,"I'm using this mobile from one week it was good, but I doesn't like much because there some cons I mostly notified that very bad must compare to other mobiles are,.  Con's : 1. the speaker grill of this mobile is wron          placement and also speaker is notmuch loud.            2. The battery was draining much fast as this capacity. Pros : 1. The 📷 of this mobile is quitely good            2. This mobile supports the 120hz refresh rate that's good on this price &        ...READ MORE"
4,Terrific,"Pros120 hz refresh rate is Very Good experience but it drains battery very fast4500 mah battery is sufficient for the whole day usageCamera is a bit too much saturated, everything becomes more saturated and beautiful than the originalVery fine display, the punch hole is quite okay for full screenBest value for money, Fast charging and does not drains so much on 60 hzConsPoco should add notification light for charging, and notificationsCamera is too good as compare to origina...READ MORE"
5,Worth the money,"This is one of the best phones out there. Refresh rate at 120hz makes the battery drains fast so I set it to 60hz. Doesn't make much difference to me. Because I don't play games frequent. If you play pubg maybe set it up to 120hz. And later to save battery keep it 60hz.The phones charges really fast, 55-60 min for full charge which is a big pro for me. And camera is pretty good. I would have appreciated if front cam had a flash just like I had on my Asus.Snapdragon 730g is fabluous. Blazi...READ MORE"
5,Great product,"This phone is awesome..camera perfect..display super but sometimes back button takes time ,needs improvement in that area...side mounted fingerprint needs time to settle with that but indisplay finger print might be better option..Battery stands for 8 hrs max ok with that..charging time 1 hr 10/20 min ..Design looks better than it looks in images..keyboard needs improvement..overall a good buyREAD MORE"
