Rating,Review,Comments
5,Good choice,Display is very good battery performance is super but the processor perfomance slow otherwise it is good for normal users.camera is in normal quality.READ MORE
5,Must buy!,Processing is very bad.READ MORE
4,Absolute rubbish!,"I have been long time fan of Samsung, but this series M11 is disappointing. Pathetic product.  Not acceptable from Samsung.  Speaker stopped working after 15days of use. Phone hangs and heating problem. There are other sub- standard phones with a better build quality then Samsung. Over promised but under delivered. Please if can't meet expectations or cannot provide service stop promising the same. I expect complete replacement of the product or my money back. Others please dont buy.READ MORE"
3,Simply awesome,Nice mobileREAD MORE
3,Fair,This phone is not at all made for camera centric users the front camera is of no use but its overall a great device for daily usage with a great battery life and good performance with the SNAPDRAGON 450 Soc.The camera struggles a lot just because of the absence of the gyroscope sensor also the display is a TFT panel so the color reproduction is not good as the colours are not punchy.But if u are gifting it to your parents it will be great device in this budget segment.READ MORE
4,Fair,Not badREAD MORE
5,Must buy!,Nice phoneREAD MORE
5,Worth the money,Nice productREAD MORE
4,Pretty good,"Great product: superb finger sensor, camera quality👍🏻Slightly challenging while opening sim slotBut that's easily manageableREAD MORE"
4,Wonderful,SuperREAD MORE
5,Nice,goodREAD MORE
5,Good quality product,It’s okay for this price. All aspects are alright except the displaREAD MORE
5,Awesome,Excellent 💜💜💜💜💜READ MORE
5,Nice,Not good as a price not okREAD MORE
3,Not recommended at all,That's is like a old phoneREAD MORE
5,Just wow!,Super mint blowing purchase it's ram and rom is very fast its battery is high backup and it is fast charging 3 hrs to charge 0 to100READ MORE
5,Awesome,Great product!READ MORE
3,Nice product,Nice MobileREAD MORE
4,Good,OkREAD MORE
5,Mind-blowing purchase,Very good mobile. Best quality.READ MORE
5,Mind-blowing purchase,Extremely satisfied with the phoneREAD MORE
4,Awesome,Amazing phone in this price segment.READ MORE
4,Bad quality,SuperREAD MORE
5,Super!,"Super display, sound, design, and very fast processor alsoREAD MORE"
5,Very Good,nice phonegood batterycon- no notification lightdull cameraREAD MORE
5,Just wow!,Very goodREAD MORE
5,Wonderful,Very nice mobileREAD MORE
5,Very Good,Very good and fast delivery.READ MORE
4,Best in the market!,Super productREAD MORE
3,Wonderful,ExclentREAD MORE
4,Perfect product!,Thanks flipkartREAD MORE
4,Value-for-money,Good product.. But 📷 is not that good in this price rangeREAD MORE
5,Brilliant,GoodREAD MORE
3,Good,Other mobiles are cheaper than this.READ MORE
4,Good quality product,Nice Phone as compared to Chinese Phones#ChineseProductREAD MORE
5,Worth the money,very niceREAD MORE
3,Worth the money,Very Nice phone... for android smartphone beginners...And more important not of China...READ MORE
4,Wonderful,"Camera quality is not very good. Battery, display, touchscreen very well. Value for money.......READ MORE"
5,Fabulous!,Good mobile   can buy. battery okREAD MORE
4,Excellent,Very powerful battery and new O LED Display and very smooth preference Overall this device under 11000 Rs. Value of moneyREAD MORE
5,Good quality product,Mobile is okk but not best..Only Brand mattersCamera is worst..READ MORE
3,Value-for-money,Nice phone but display should be AMOLED.READ MORE
5,Not recommended at all,Bad optionREAD MORE
5,Simply awesome,Highlight super display ❤️READ MORE
4,Terrific purchase,As per the name samsung product is awsome ..i never used china's cell phone thats why i neber compare it with chinese hand sets configurationsREAD MORE
5,Perfect product!,Nice look   and budget phoneREAD MORE
5,Classy product,Rely very good product thanks for nic productREAD MORE
5,Pretty good,GoodREAD MORE
4,Awesome,The camera needed to be betterREAD MORE
4,Great product,This phones is awsome for your budget and whats better than a non Chinese smartphone in this price range with such value for money.#BMIC#softwareinaweek#hardwareinayearREAD MORE
3,Did not meet expectations,"Phone lot of problems coming..!! phone speaker not working,phone very hang..!!waste of money..!!READ MORE"
4,Delightful,For Normal usersREAD MORE
3,Great product,Nice productREAD MORE
5,Really Nice,Good for femilyREAD MORE
3,Perfect product!,goodREAD MORE
4,Great product,Most amazing productREAD MORE
5,Great product,Awesome product with this price ....made in indiaREAD MORE
4,Very Good,Very good product in this moneyREAD MORE
4,Wonderful,Nice phoneREAD MORE
5,Worth every penny,Nice product. Good service from Flipkart.READ MORE
3,Best in the market!,superREAD MORE
5,Very Good,ThanksREAD MORE
5,Good,Good product ...READ MORE
5,Does the job,Good qualityREAD MORE
5,Very Good,Very goodREAD MORE
5,Horrible,I got a damaged one that the rear camera has been broken. Don't buy this mobile. This is not worthable and options as well not that muchREAD MORE
3,Excellent,Phone is goodREAD MORE
4,Best in the market!,Superb 👍READ MORE
5,Very Good,"Good product now in Market, but rate is too highREAD MORE"
4,Good quality product,Its an amazing phone..READ MORE
4,Simply awesome,Good ProductREAD MORE
5,Utterly Disappointed,Very bad phone. Many loss. 10 days return policy not available (just same phone replacement available). Front camera quality very bad. Phone running very slow and hot aftar some time use.READ MORE
3,Best in the market!,superREAD MORE
5,Very Good,ThanksREAD MORE
5,Good,Good product ...READ MORE
5,Does the job,Good qualityREAD MORE
5,Very Good,Very goodREAD MORE
5,Horrible,I got a damaged one that the rear camera has been broken. Don't buy this mobile. This is not worthable and options as well not that muchREAD MORE
3,Excellent,Phone is goodREAD MORE
4,Best in the market!,Superb 👍READ MORE
3,Very Good,"Good product now in Market, but rate is too highREAD MORE"
5,Good quality product,Its an amazing phone..READ MORE
3,Terrific purchase,Was a very good mobileREAD MORE
5,Mind-blowing purchase,Mobile si superREAD MORE
3,Best in the market!,Very good productREAD MORE
5,Great product,A1 performance very good. Thank you flipkartREAD MORE
5,Just okay,Good mobile but camera and performance is average.cost is highREAD MORE
5,Classy product,Good mobile very niceREAD MORE
4,Mind-blowing purchase,worth the priceREAD MORE
5,Does the job,GOODREAD MORE
4,Value-for-money,This phone is valuable.....pure in budget ...my first experience  with battery  is stand more than expectationREAD MORE
3,Mind-blowing purchasenice,nice phoneREAD MORE
5,Brilliant,ExcellentREAD MORE
3,Good quality product,Nice productREAD MORE
5,Worth the money,Good phoneREAD MORE
3,Terrific,Amazing product..READ MORE
5,Brilliant,Valuable productREAD MORE
4,Super!,Nic picREAD MORE
4,Awesome,SuperREAD MORE
4,Must buy!,What a look and what a cover like awesome ?READ MORE
5,Delightful,Really looking good and great battery lifeREAD MORE
5,Good,THIS MOBILE IS ALSO GOODREAD MORE
4,Value-for-money,"I thought before buying this mobile this  is only 3GB ram performance is slower I think but its performance is very good and camera good ,battery also goodREAD MORE"
4,Good quality product,okREAD MORE
5,Brilliant,Mobile battery backup is good but camera isn't perfectREAD MORE
3,Good,Front camera is not good... It needs to better more.... Back camera needs a bit more colour....READ MORE
4,Expected a better product,Nice phone I clicked some pictures but front camera is not good 4star onlyREAD MORE
5,Very Good,"Normal one, no surprises. Cost is bit higherREAD MORE"
4,Terrific purchase,good value for moneyREAD MORE
5,Just okay,front camerla very bad but battery is goodREAD MORE
5,Very Good,Good work good finishedREAD MORE
5,Terrific,Just wowREAD MORE
5,Very Good,So Very niceREAD MORE
5,Best in the market!,"The phone is good but the processor is old low, you can buy it at this price. All of this is good for Samsung, but the processors are low।READ MORE"
5,Decent product,Nice phoneREAD MORE
3,Fabulous!,Perfect phone in this range...READ MORE
5,Simply awesome,Nice looking mobile samsung m11👍👌👌👍READ MORE
3,Wonderful,"Good phone,worth of money and please boycott Chinese phoneREAD MORE"
3,Mind-blowing purchase,Nice productsREAD MORE
4,Simply awesome,nice mobileREAD MORE
5,Best in the market!,Good choiceREAD MORE
5,Wonderful,"Very nice phone,big battery life,c type charger,fast chargingREAD MORE"
3,Wonderful,Overall allrounder performance mobile.READ MORE
5,Nice,"good phone, but felt priceyREAD MORE"
4,Nice product,"Performence is good but after full of storage(approx 75-80%,) function isn't working properly..READ MORE"
5,Just Ok product,"Typical Samsung mobile, good camera. But slow processor for the current price range. I bought it only to avoid Chinese products.READ MORE"
5,Terrific,I am happyREAD MORE
3,Does the job,SuprbREAD MORE
5,Very Good,very good mobileREAD MORE
3,Excellent,Fastest delivery value for moneyREAD MORE
3,Nice product,OkREAD MORE
4,Value-for-money,Good product but camera quality is ok ok type..🤷🏻‍♀️READ MORE
5,Must buy!,Well But not for gamingREAD MORE
5,Fair,Phone became too hot when chargingREAD MORE
3,Excellent,BestREAD MORE
5,Perfect product!,BrilliantREAD MORE
,Wonderful,Good phone superREAD MORE
,Excellent,Nice phoneREAD MORE
,Just wow!,NiceREAD MORE
,Does the job,Very goodREAD MORE
,Pretty good,I have to pay 12985 for 3gb ram which is costly. But overall phone is good and happy to buy non chinese phone.READ MORE
,Super!,Nice onREAD MORE
,Nice product,OkREAD MORE
,Value-for-money,Good product but camera quality is ok ok type..🤷🏻‍♀️READ MORE
,Must buy!,Well But not for gamingREAD MORE
,Fair,Phone became too hot when chargingREAD MORE
,Excellent,BestREAD MORE
,Perfect product!,BrilliantREAD MORE
,Wonderful,Good phone superREAD MORE
,Excellent,Nice phoneREAD MORE
,Just wow!,NiceREAD MORE
,Does the job,Very goodREAD MORE
,Very Good,Nice phoneREAD MORE
,Did not meet expectations,Very bad product Don't buy itItz overpricedPpi is lowCamera quality is very badREAD MORE
,Just okay,Bit overpriced. 9500-10000 could be better price. Overall good phone. Trust of Samsung. Build quality is good.READ MORE
,Highly recommended,ExcellentREAD MORE
,Just okay,Ok product for normal uses.READ MORE
,Highly recommended,Good mobile from Samsung and best delivery by FlipkartREAD MORE
,Does the job,Battery not up to the mark.Wide angle cam is failedREAD MORE
,Great product,"2 be honest,everything is good and fine.....But price range is too high....READ MORE"
,Mind-blowing purchase,Full satisfiedREAD MORE
,Terrific purchase,The smartest mobile in budget.READ MORE
,Worth the money,Nice productREAD MORE
,Mind-blowing purchase,Battery performance is lowREAD MORE
,Very Good,Nice phoneREAD MORE
,Did not meet expectations,Very bad product Don't buy itItz overpricedPpi is lowCamera quality is very badREAD MORE
,Just okay,Bit overpriced. 9500-10000 could be better price. Overall good phone. Trust of Samsung. Build quality is good.READ MORE
,Highly recommended,ExcellentREAD MORE
,Just okay,Ok product for normal uses.READ MORE
,Highly recommended,Good mobile from Samsung and best delivery by FlipkartREAD MORE
,Does the job,Battery not up to the mark.Wide angle cam is failedREAD MORE
,Great product,"2 be honest,everything is good and fine.....But price range is too high....READ MORE"
,Good quality product,Good productREAD MORE
,Pretty good,Very niceREAD MORE
,Good choice,Good Product camera and features are very niceREAD MORE
,Must buy!,Good soREAD MORE
,Classy product,Nice mobileREAD MORE
,Very Good,The phone design is awesome. But the other manufacturers are providing better display and storage at a lower price. Bought this phone for my mom and its apt for her use. There are 3 cameras and the camera quality is average.READ MORE
,Nice product,Very Difficult to open the sim port... otherwise everything ok..READ MORE
,Terrific,"Any how phone m11 is good, battery is excellent and phone clarity is also awesome but finger print sensor takes some little time to openREAD MORE"
,Fair,ok   Ok    phoneREAD MORE
,Good quality product,Actually not badREAD MORE
,Terrific purchase,Best phone Plz raise its prizeREAD MORE
,Really Nice,Good product in this price rangeREAD MORE
,Simply awesome,AmazingREAD MORE
,Horrible,A day of use and already having heating issueREAD MORE
,Wonderful,Nice 👌READ MORE
,Brilliant,Value for company brand ..... compare to chaina brandREAD MORE
,Wonderful,Good phoneREAD MORE
,Highly recommended,GoodREAD MORE
,Terrific purchase,Got the product within 4 days. The phone is absolutely amazing.READ MORE
,Just okay,Adapter is not working properlyREAD MORE
,Awesome,super productREAD MORE
,Nice,Good phoneREAD MORE
,Decent product,Mobile is good but charger is not working.Mobile charger is wasteREAD MORE
,Very Good,Phone look and feel was premium but camera was dull overall good.READ MORE
,Classy product,Nice😊👍READ MORE
,Perfect product!,AwesomeREAD MORE
,Just okay,"Budgeted phone but camera, display and perfomance is below average.READ MORE"
,Must buy!,Very nice and slim pieceREAD MORE
,Good quality product,All over is good in this price range by a brand itself called Samsung .. camera could b better ..but no issue ..it's good in this price range ..READ MORE
,Just wow!,It is a good mobileREAD MORE
,Terrific purchase,Got the product within 4 days. The phone is absolutely amazing.READ MORE
,Just okay,Adapter is not working properlyREAD MORE
,Awesome,super productREAD MORE
,Nice,Good phoneREAD MORE
,Decent product,Mobile is good but charger is not working.Mobile charger is wasteREAD MORE
,Very Good,Phone look and feel was premium but camera was dull overall good.READ MORE
,Classy product,Nice😊👍READ MORE
,Perfect product!,AwesomeREAD MORE
,Just okay,"Budgeted phone but camera, display and perfomance is below average.READ MORE"
,Must buy!,Very nice and slim pieceREAD MORE
